_ - value	_ - itemLabel
602DnpaSXJB4b9DZrvxbDc	Peggy Lee
0gXQn7UrpopDb2TIkmIjoU	Peggy Seeger
0UZ1nu3kcdNlCoiKRjmSSY	Peking Duk
1RWMxwxZ72uBzDVYflZoZO	Pekka Kostiainen
0ET8WLKupxEMzxc8VARSiL	Pekka Kuusisto
0eF9IFJYqSy7fkQMlpyfht	Pekka Streng
1OabixEe09KHCGnQrfNZKj	Pelle Miljoona United
6shE4Y1z4lzRqoDp65XfzT	Penelope Trappes
7c9X4h9akzgMDrdS44YwIB	Pensees
1wKpMkucynaTfG8lyPprYV	Pentagon
2qcGTB5s2t9o2w9SrI719s	Pentakill
0xTNdlDmxYw4nebrj7ouxk	People in Planes
3UrZkjnhqP8oXhaK3OalNE	Pepe Benavente
2W7tfirnIRp0c8UrbJe76x	Pep Laguarda
5kysfn4TgUtQxTdHX3mZ4t	Peppino D'Agostino
23FBV3KCzOrn7cxiHOBG04	Pep-See
1lQXOhMxRWLWox5w45OVHl	Per August Ölander
0KWDex5ROl2xf6ly4DZOXT	Per Brant
3rRmDmzPcAFwcUDvG5gBqO	Percy Sledge
1iZaEMh49zy1WG56kflNsT	Perdition Temple
0GTvI3TaXvWmtCAqoAoZ4L	Per Egland
508RChQZpFqlQCfbrDbMgV	Perfect Blue Sky
7aHeUKeDCK8E74ItkOccY6	Per Grundström
6NmHjC6QVY10biHWLWelq1	Per-Gunnar Alldahl
74HgFbSvwVCvess9LgMze2	Per Myrberg
4tUajUzujJgjYQ6mMbsMRf	Pernilla Wahlgren
2xeXoF8arRZILlw5MKR2f2	Pérotin
5NvD7pBUIDzAbQLRqqdEMc	Perpetual loop
4wxyib7wQwVxwKNFBmOhAw	Persefone
64kYLSEpygJmwawEEtAdTW	Pertti Jalava
244uLu9lkdw39BJwlul3k8	Perturbator
3ytYs9nsM1F5Kt6dFSTRMA	Per Ulrik Stenhammar
3q1NXsv9XypOUCJfEatXH9	Pescado Rabioso
0Qvq4Iq8LpeFpCAwceEwhT	Pete Burns
3TFKq65ZFZ0z6XlRrYcoc7	Pete Candoli
60dYNEvXzIl38BKZoW8HYd	Pete Fountain
1zdrhzkCEqTrUrIiRzVeQ3	Pete Namlook
6oo7ub8G4VMWeRBQp9qNuU	Pete Overend Watts
7zX44fpv6srJt3HfBv0GCn	Pete Parkkonen
7DRVYsguAC3hbQCgsBz9wm	Peter Abelard
3gCWfv5obnwNI5vF6PTAwz	Peter Asplund
5xWPOujQqd4wXyB08slZ9Z	Peter Cetera
7dKEFIMUAdgkuDw5XcEIUD	Peter Friis Johansson
7C4sUpWGlTy7IANjruj02I	Peter Gabriel
2tPIz6YhPUFMntKhZAJ2Vr	Péter Gallai
4vmZqNrIRJ3JVfRgbP6Iff	Peter Harris
1f2LjOKVya7mchLI73LjuN	Peter Harvey
7EIbKyiLnEJ1Y074UIUyZJ	Peter Hollens
3uwITlAx0qOOpupY2gLwx4	Peter Holman
3fA5zBQWEa0uzYo43SvXaj	Peter Jöback
60R6Zgky3MHkWRkqXUW1TN	Péter Kálloy Molnár
4M2iJfudRSiwXV5vadtR78	Peter Karp
0qfuxQiPQ79eohvARHBLFs	Peter Kater
5Ac7rBwAF2MX98ku1isuhy	Peter Kooy
0vr6IcFPFgjLKLUNPDlWmS	PeterLicht
2rzWZCLBm46znB64rmjMhH	Peter Masseurs
0IUwZRBFdts7QgNElmqsWR	Peter Maxwell Davies
3ExGDjEKejMhyciAgxPe0B	Peter Sarstedt
31rgljsVrzeRFFnJXOYq5J	Peter Sculthorpe
4qoUE1UaIAtfrgdnUsh86c	Peter Sellars
0PV9WCEGu2Yu89ArTqR6b6	Peter Skellern
0oea1hwGMfUxZbLxJc1XUN	Peter Tosh
2Kfvt5ok6Ak7svQiAwR0DI	Peter van Rooijen
5HUhm1zKJGkJEg4qH88Xfd	Peter Warlock
0KXjJXTWZsTVzswKWbb2Xp	Petri Alanko
4gI7F56dR6m2slYAMibRoa	Petri Sakari
1WddQbPeCs2GR0jGtiuEsc	Petróleo
3MOXMqbM9HGr0zQgUOoVL5	Petros Iakovidis
2AwGivpxYhNdCHIWGKhN2H	Petrus Blomberg
2ycnb8Er79LoH2AsR5ldjh	Pet Shop Boys
5A0Bu9azuFEnud3q7t0V2r	Petter
0WZNvbSlp7E6r1plgljQt8	Pettinato & The Pessi-Mystics
1JOdUvDAzNy3L37rZ4Nigr	PewDiePie
3qB54eHzUDLxcLAN29opEG	PEXØT
2NzB7sjEg2k46XhFXeYi2v	Peyman Yazdanian
5uq7bIhcduz9McY7HUi39q	Phạm Quỳnh Anh
1l9d7B8W0IHy3LqWsxP2SH	Phantogram
5FNw262eSH1xviWagMUiPq	Phantom Sentinel
5DKuVtlpDH0agZQUFDy8O7	Pharoahe Monch
2RdwBSPQiwcmiDo9kixcl8	Pharrell Williams
5kbrgoq81iZstFapqeFeua	Phazm
2OQehRYgIqHTHcZ8XJaojP	Phelian
5D7j3YOhscvrld2WzjSIpN	Phife Dawg
7fRzvXVDS5fOLD91WQwE6q	Phil Campbell and the Bastard Sons
4lxfqrEsLX6N1N4OCSkILp	Phil Collins
69lxxQvsfAIoQbB20bEPFC	Philip Glass
5ZSOV9QGVuvy6jAnQyJYO1	Philip Langridge
66xtCjvWWjyvuD96T7uMXc	Philip Ledger
3QWMN7dMj2RLZXbi3yQXzE	Philippe Eidel
1yu6VC7w2D2e4pPS84gb9P	Philippe Graffin
2ozcTa5tl8qhSbhJKM60I5	Philippe Herreweghe
5Bq5Z9r44J6x869x35P2WE	Philippe Sellam
2A59wav3PGiJij2rK7HQYH	Philip Selway
5VmOyIm3JnXP8JIISX2iCR	Phillip McCain
6p5JxpTc7USNnBnLzctyd4	Phillip Phillips
5d1JhBfyb58upMXCZOdbQu	Phil Wickham
5wbIWUzTPuTxTyG6ouQKqz	Phish
3RNAb5w4D2AnFJeeVqrXFQ	Phobocosm
1xU878Z1QtBldR7ru9owdU	Phoenix
0tvK1sApC4Yyg2FjPp6YY4	Phoenix23
6Li2MCE6d5eUHbkxU9u5x7	Phoenix Ash
53Wk6hhoFwz3REXaZ2XW2a	Pholo
2uCfZe4bHNxMeMS1Yfs6zq	Phonothek
0oBsnAC3fzYkTHF3bkfNx6	Phony Ppl
57kIMCLPgkzQlXjblX7XXP	Phosphorescent
3ix4iw2URncSdE7X292bXy	PHOX
3FtuExHiGsLvTnreIt7i2x	Phronesis
1ppxFH3BBfEBFTAo4sj7KJ	Pianoboy
2YjZP3rHnFiJNTw6ZkCJkl	Pierre Barouh
2prZJWfQMnIgwUKxKcBxH7	Pierre Boulez
5z34c3wWWKyM8XNE53CwjZ	Pierre de Manchicourt
6QutpSucaFz5YSOenQs1J9	Pierre Guédron
7AxEMNrf3o9LxbSDoZzTtO	Pierre Hantaï
5ITPNl5P6R6cFbw4DAcMAY	Pierre Henry
7xjfTQFpqvIPz8GTv64FIE	Pierre Isacsson
0wy0KtAlsZ59mEgtmEjuUk	Pierre-Laurent Aimard
6BeRqZgqBDwzSvBQ5FWAqq	Pierre Lescaut
4cDt8rY11KvFI8ththoMbx	Pierre Louÿs
4yEK6iOg1d7b08TxdNLCpC	Pierre Moulu
5BvyCKhgocv7XnSE8vs1Ca	Pierre Pincemaille
1SWaFKyfyRsmbg3Kcr3muo	Pieter Wispelwey
6caHiwY0t3RxxretPkBLe0	Pietro Antonio Giramo
52k2KcEXIZTnYD2EpOoJiZ	Pikku G
625pLI6ukICVgPMaZZ9QVX	Piknik
4Bdqzh78prwuqwInMb555P	Pinhani
0k17h0D3J5VfsdmQ1iZtE9	Pink Floyd
7cTXfwpe9peK0UE1bZyIWZ	Pinkfong
0ndw1tUehEV3tnnYUnqFw9	Piotr Anderszewski
6zWJfH1TTmIqEi7EV35HGr	Pip Blom
5IxU70PZhE8uqCBOGHZHgJ	Pipo Ti
5ccbneFX5jSarR2DcUzDOr	Pirulainen
2wSgVsgLUZeDJwoLcPO7ny	Pistol Annies
0TnOYISbd1XYRBk9myaseg	Pitbull
6zvul52xwTWzilBZl6BUbT	Pixies
3ZOYonMeVoDcNfDaafmQi9	Placide Cappeau
6Eo1G3fHlOfKr4UFKztyii	Plague of Happiness
5akVqMzdZOdbMYbE4vNZWD	Plaid
4T9V8BtyrN9PuK3FvzucOT	Plamen Dereu
7qlh1IM1XMeQXA9ukp59au	Plan B
3Q9P0SbpaP9xsBtLUVK0Be	Planet Perfecto
7qHOphlWaJrfFa0BqpayDG	Planningtorock
0fIbM6bp8K3QDqsHidPTSN	Plastic
1Slk6beVnkYjOfwBRuzFsC	Plastic Tears
699OTQXzgjhIYAHMy9RyPD	Playboi Carti
0fgtHVpOPfXb07S8Jx443z	Player
3jksrX4oBklxR78ft8gv3j	Plies
2tbxcCCM7A71cmkzuB8lyH	Plumb
6LUnsRyqOZdHGTZqMlWVV2	PMMP
0hQJJUn7pfkDF8t8BTkIYD	Poem
0NzKYE0jBDKhwu6IQQqCuW	Poetic Ammo
1fBCIkoPOPCDLUxGuWNvyo	Poison
22KBOZB6YqijRLj6s5FYFS	Pol Belardi
3PbPdYtWlESGMGvIwwEQ1e	Pol Belardi
4hCAXFQuth2MiMGVvjHnhw	Pol Belardi
5zV9afUO4DVqJeRaZvfNev	Polkadot Stingray
1A6LF8jYHkaRro5x8JRT2w	Polygon Window
4vGrte8FDu062Ntj0RsPiZ	Polyphia
5zfZiWwV1sOI8n8eCNmkk7	Polypumpkins
6e3pZKXUxrPfnUPJ960Hd9	Pomme
53GlcvsOtT9Tv6PCXDU5Qw	Poor Rich Ones
1IJcnm4AZ2TYY5j6Lcqm0i	Popi Maliotaki
7A9XYXav4eNQ1NvETk9xNe	Popi Maliotaki
5mlbvTfWUOfDrUIK6dkNzv	Poppy
5rIXueJu7zVE2gDZjUM6g8	Pop Will Eat Itself
4ABwY5eHGrrwcv13gdDe55	Pop X
5NXHXK6hOCotCF8lvGM1I0	Porcupine Tree
4LoFcBNitqIC130rvzS6BG	PorSuiGieco
1WiZz4d759EPtACSUBEfmt	Portal
04UpsyroM3wyQYwhYd9mSv	Portion Boys
6liAMWkVf5LH7YR9yfFy1Y	Portishead
66AOyvBgo5lbjIJYmfduBY	PORTNOY
4kI8Ie27vjvonwaB2ePh8T	Portugal. The Man
5Z9EUDluceRpOXCdjMsDO8	Positive Roots Band
3OKWUEJ7JsoqJdsgtviUvk	Possessed by Paul James
2JXHbGSfNgJ25884YBIruo	Povel Ramel
6J0DfXSDiMxIHVrnRcDn7M	Powerglove
5imUS9dQyCbAjUEJJ9QyWC	Powerman 5000
5HFkc3t0HYETL4JeEbDB1v	Powerwolf
5uBdPagL8e7AwfIzrM8zuS	Pr. Lucas
0RqzqV0kx1UnHr9ZHmvptl	Pramod Kharel
2LTdm0ca4M9uIwwyepKCD2	Prem Dhoj Pradhan
5wXCJLyLXB4TOPNS7BayDg	Prem Pariyar
3Bgnefo12TaZveNt6KLUrx	Present Paradox
3YTy0MeOSmf1CwJjF8Kdgo	Pretties for You
4iVhFmG8YCCEHANGeUUS9q	Pretty Lights
4OGo8f0tdKloP3IZwvnLqt	Pretty Maids
60S1OdBXBk4cCMbOxL2TqX	Pride & Glory
1yfiDL3YUEJlQCgb5Pun6g	Primal Fear
5wTpMQz4RtF6dFX9blvMDc	Primitive Radio Gods
64mPnRMMeudAet0E62ypkx	Primus
5a2EaR3hamoenG9rDuVn8j	Prince
75S63f1AmZUa9gpQvlt5NB	Prince Buster
79R8XIi8JadpNIOcY0ajrc	Prince Gustaf, Duke of Uppland
1t3sXc68XewRk3pB1S4A9e	Prince Nico Mbarga
3MHaV05u0io8fQbZ2XPtlC	Prince Royce
2iassErHPSFJuDNOAYBwpO	Princess Eugénie of Sweden
7JQn9DfFTtsFTg2dFc75jM	Princess Superstar
4SXO7ANICA6Az4VqorHkvk	Principality Of Hell
1ww9XDzyH8rE7IVcqpYcCm	Priscilla Devesa
4OkW6WXeabKxCAdQzBdbS3	Prism
1wRPtKGflJrBx9BmLsSwlU	Pritam Chakraborty
6td3wyyaJifFWRYxbb881A	Pritam Mandal
5lJAIrazYhL1CfAKOoqQWf	Priyanka Karki
35X48MTG77O01ozPiothhL	ProdByZeus
5LqDX9Ip9ScCnen8Zbg5c7	Profeetat
0oJM3iJjMdzgsd4z5VHQvw	Professor Green
5zQQ7jEgoO4JZX6pUrNvGL	Profusion
6MkrmY8cegOZbXKSXgtXBT	Project E.A.R.
0DLfONSFG8AA0cQvh1yCrz	Project Pitchfork
5iXYJYmMcjlTFL1qA8UfgY	Promise of the Real
2XxfwJ8GFIwpwaHh6oL3PT	Promise of the Real
2fA7oIMUQ7vwHsfHW3Fr8H	Propaganda
0EeYnjDeXpKjx6tw2t8Gxl	Proper Einstein
42cd3oTfbrK2vcFxUXKI7i	Prophet New York
2tOu8J6pOihmMTrImxsgR0	protoU
7CgMLbkDNX2GegKzzekbXr	Prudence Liew
6TeJpqb3PcvfHxjKAEKCNu	PRXJEK
5z3wbwZBJlUQFm2kOUhHg4	PsiloCybian
3PK6tofxvZyHdmKIZw6Mx1	Psilodump
2dd5mrQZvg6SmahdgVKDzh	Psy
4A8Ph7f0CU19XP6XZiNWKL	Psy'Aviah
4uKphGSJb3SgI2gsAbcCPp	Psychework
5Wqztnja4JFJ7WNcGLzAzb	Psyclon Nine
0k7SOLO0ukuMQoBJX5x27S	Psypheric
6Mo9PoU6svvhgEum7wh2Nd	Public Enemy
6VsiDFMZJlJ053P1uO4A6h	Public Service Broadcasting
3dXaa6jwM7B52GZpaJEIr5	Puddle of Mudd
22Wo43V44RtrpJZsjeI9EA	Pugh Rogefeldt
3pgcKW7zqqRuSHnaCgQD0C	Pulkas
36E7oYfz3LLRto6l2WmDcD	Pulp
6A7uqgC2N1nUhrCLAytHxN	PUP
1TtJ8j22Roc24e2Jx3OcU4	Purity Ring
0ONHkAv9pCAFxb0zJwDNTy	Pusha T
0z7S5ov9ZjkDrVUN5ds9BO	Pustki
7Fm7EziyHO42bH558lrRyT	Putirecords
6sx2v1gYnSUlkVO7M5Mk95	Putte Wickman
6oFs3qk4VepIVFdoD4jmsy	PVRIS
3MaQwUQBigrjcMYHk8bDKm	Pyhimys
3MKCzCnpzw3TjUYs2v7vDA	Pyotr Ilyich Tchaikovsky
4qCTqYp2ugnljQtRqy5cEH	Pyrodox
5OEK8H3WjnZCx4rwp3hGDk	Pınar Ayhan
7qgjjGFiEN45al58ZKqQ6f	Q5
1Z2PmjLduWIJxXbk8TlDoK	Qebrus
3ZotbHeyVQKxQCPDJuQ4SU	Q-Tip
3zz52ViyCBcplK0ftEVPSS	Quadeca
646PgKNrdVXQ0jdc6W0FaA	Quasar Music
1dfeR4HaWDbWqFHLkxsg1d	Queen
6whFEcaV75AmQMiwlfaxvc	Queen Bee
31H7jkHn502Qrh12FGTbld	Queen Bee
2OgUPVlWYgGBGMefZgGvCO	Queensrÿche
693Bbk8NVrsfSkaLsxUBMW	Quentin Crisp
4IgoAFGy3f2tmvqJ4NSmp1	Quentin Dujardin
1h2OVSKRdJHnVqyCKqCLkf	Questlove
1dLWg6m8RRhizsdqJbhyj3	Quiet Riot
0fbksvpobmfxxIfygqnIVu	Quimere
5yO729YfAsF4GElBLncKUZ	Quinn Henry Mulligan
4KWTAlx2RvbpseOGMEmROg	R.E.M.
2mxe0TnaNL039ysAj51xPQ	R. Kelly
28863WxyFkGJeWk8zbEGAo	Rabid Bitch of the North
7EedWEoxpzbiPNkqkDp3Vw	Rachael Sage
7w0qj2HiAPIeUcoPogvOZ6	Rachael Yamagata
2TOeHplpRGFdGZkxHwYG9E	Rachel
4grHJyvpWRMC9cSDzohYaf	Rachel Flowers
0prEgQscX7BEd2EvCFm6Se	Rachel Goswell
3g8WVB22Hmen664UsKQi02	Rachel Hair
3QLIkT4rD2FMusaqmkepbq	Rachel Platten
15Z3Bkemf6mvB3IkOBvJOn	Rachel Podger
1joFZGTRER78nUsWtgHCHR	Rachel Portman
2URqJkDiySO0FRiAUq75FV	Rachid Taha
2RPnzHQLjVHxT3pK9Lhts1	Radha Ravi
5QQRAF81JeqtJOe32AoLCe	Radio Havanna
4Z8W4fKeB5YxbusRsdQVPb	Radiohead
4besYDIj6c0kONEoL2fFqP	Radio Tehran
0g4oD6pfkFr8zOHVceaPAh	Radmila Karaklajić
2QJq5eGRmfDL5BsKL4uyP0	Radoslav Lorković
1EowJ1WwkMzkCkRomFhui7	Radwimps
02xLc6qN6UoJA0fkWtkD8u	Rafael Alberti
1j8sESc4nWdJeyirTktmn2	Rafael Alberti
5yzDve56IQmzO0FfHKhoC2	Rafael Frühbeck de Burgos
1JlF2VuyOSOasy8ZxCbD6C	Rafael Kubelík
5UExdZdyiChMTvMm0nATlp	Raffertie
2d0hyoQ5ynDBnkvAbJKORj	Rage Against the Machine
7tsPrvluN9dDnUF50mbjy5	Ragnar Althén
4ZHryk3HM1FvwZBNGfkheu	Rahman Asadollahi
3EHwoH04h8aMAuGkTRXbSu	Rain Diary
46JpdBeitfoEleoCabDawH	Rainz
5OZXWMwDhlYBRvoOfcX0sk	Raisa Andriana
6v4X3B5UeaeYMnwCVc7qYl	Rajan Raj Shiwakoti
5jBTxtjj3Y3cDgoqWbFJxy	Raja Ram
3ZfVp9mvvJt4Zly7lxgcaR	Rajaton
21hUABY03smiiv1DYeaEYK	Raj Sigdel
3bcLUT8B1aS0cOp1OqGI7N	Ralph Knobloch
4OYQbd32Z81ZmjYgrkHsFA	Ralph Lundsten
4fMhmL6pvw61o0C1z8Bdib	Ralph Stanley
4lXabRiLxbtbCCIRFTJ4Gi	Ralph van Raat
7wNkISK49lKeXuRaZcQVFe	Ralph Vaughan Williams
0dczfxuYhV69pplxDxzlwu	Ram
0qXTvVI7Tgb1eA1fTgdxGk	Ram Dass
06EfEcjc0vdvI6VNL0soIO	Rameses Kevin Booth
5fDiPm7RFIZx73fNwnLOxR	Ramesh
1hCkSJcXREhrodeIHQdav8	Ramin Djawadi
6wWVKhxIU2cEi0K81v7HvP	Rammstein
1co4F2pPNH8JjTutZkmgSm	Ramones
5L7Hl11e6LAeNWfvs5siH4	Rana Alagöz
6xTk3EK5T9UzudENVvu9YB	Rancid
5E0Y5re2eCZgrma3yTd8EX	Randal Collier-Ford
3v7rZDkM01Le1Sxma0sLoT	Randall Bramblett
0Ek9015QvZwcjg2TGdtzZB	Randy Edelman
3shMd6Vll0mOcviQ3hrk8m	Randy Edelman
3HQyFCFFfJO3KKBlUfZsyW	Randy Newman
3RFtkhjov7AzRmQWlcBt8i	Ranetki Girls
6hu9cUsJDFg2kUkAAjOepA	Raphael Gualazzi
1VTFPRp3Fb9MAMBaV87VpT	Raphael Wallfisch
1vwkMumkwDzSEgNVft1unD	Rapozof
0a1gHP0HAqALbEyxaD5Ngn	Rascal Flatts
02X7NElfgSMfoaPt5S6ykY	Rasmus Kellerman
57dN52uHvrHOxijzpIgu3E	Ratatat
2PmIyxmEFsNfQJjEifPDZC	Rat Boy
2xtXCUTxmekNFB8oIYuOfe	Ratking
6VwLSbpgyYKvnfrOX2qhQL	Raúl Cobián
2a8DPZlwIYXwrFC21w7dT4	Raúl Doblas
3WoxTj3fh8I58MpnwZyYyL	Raúl Porchetto
1mcTU81TzQhprhouKaTkpq	Rauw Alejandro
11qSMxLoqFSXUfIUfs54Ub	Ravager
6STjC3QJTieuM5WHHtkGuh	Raven & Kreyn
4tLnmxO1rdlxWcEXXMds8a	Ravenscry
4uE9TgBW0AaPDHL1qYbtd0	Ravi Shankar
0iQRUcVZSZf0TN0VCekkjJ	Ray Brown, Jr.
1eYhYunlNJlDoQhtYBvPsi	Ray Charles
7BdUSCK4nRcdeVg9juTgb9	Ray Evans
3UYgneqZCePK5PhrHE8E9U	Ray Fuego
6DoH7ywD5BcQvjloe9OcIj	Ray LaMontagne
6CA6qrIOVvXVty66LdEem8	Ray Manzarek
5cZuNZ55Z740PLeUqHs0Oy	Raymond Enoksen
0R5UVonrEc6yE7gjWllRGF	Raza Obrera
3Mw5IQZlreqthFBa7OU5PH	Razi Ben-Ezzer
66PoNlsQYggJcJrCQAIvtU	Razika
4C7xdu7M6QHh7HqmiyJoTu	RAZZ
1J8H4wufuy6qxfdRbJr5xG	r beny
4XHP3twEskBEBUj4BZKzNt	Rebecca Evans
6Lv9QYhb7fRLa9gghystvY	Rebecca Jenkins
7hquStKna8USeUTOasXZf8	Rebeka Brown
2g7t7RjsnmhA6WfB6fq90u	Red Cardell
3TZpN3GTy0RL1i6Pb10IRS	Redemption
0L8ExT028jH3ddEcZwqJJ5	Red Hot Chili Peppers
72WcKL1SYgNzcNojYLFQsB	Redinho
5S3gRXHi1WrUadDR9IUwTN	Red Krayola
4lthN9sVX4QW2lnXQEUbMh	Red Rat
3bXhZFreBJF4QDUUiMmtZW	Reel Big Fish
7j9C87rDYvVhah7YS8Yiye	Reema Major
3MWZhplymb539BChgjJRDt	Refugees Of Rap
6MYEA12jRIeKbz5ZsKBp9l	Regina Lund
3z6Gk257P9jNcZbBXJNX5i	Regina Spektor
4b5TpA1OcG4evFpsD0WMab	Reid Muchow
6Usq4mm6d6yvGXpdQmQD3r	Rei Munakata
4vrllVnQFT25loew6WBI6Z	Rei Narita
0630rYsw1mCdNfl8E3qqm2	Reinbert de Leeuw
6aZcT9sJMlL0yUOrEWa74E	Reinhard Goebel
2wk53EBcWhriq03tl5nDYV	Reinhold Glière
2DwXtK5FTaeZRjy7tqiZU0	Reinhold Schmid
1diX6i4LgUKR9qMRrAeGLi	Rei Yasuda
3cqeO3muWIW5uSmUDNCmyT	Rekha Bhardwaj
3nJWBJvK7uGvfp4iZh9CkN	Relient K
3JxNeLgMuJI0DEmDt9dLzc	Remady
5LMPXUMhWXshBPjrqvZOfv	Remo Drive
5x183GdNFhX9FETwGNpOZE	Remy van Kesteren
3TZtFZu2rmUnoE0kr8QxdT	Renata Flores Rivera
6ttz1LgWFVgRiNDOjtDb2L	Renaud Capuçon
4QWdM7H2KQtpBErdayafsp	Renee Faia
3SK3gLBgy1jRuA4VnLlcs8	Renée Fleming
22xDUpsRd2riHHuB2HxSL7	Renée la Bulgara
3hwPQDlJr99FzncxqZD2SU	René Jacobs
0saY1OFASKxGUfEYwQyze5	René Kollo
4H643hPA44WZRSbvXiYwQ5	René Pape
7x1ViaY8sJSVOO51KCsrfB	René van Meurs
5bFCaOGuXzYxGIcVPyWhMY	Renick Bell
2SIBY7Jwq1kYng12Zguo3C	Reona
55vs7NT1KxcFjbMC4y202E	REO Speedwagon
1cGlB24LLMxQrJHSBCDhtH	Repulsa
7fVMq1kHVAQao9iPGHNGyK	Resul Dindar
50U1jrMV6FoddCGhjovDpG	Revenge
0hZ0ysWbFoECEhLnuJDf6h	Reverence
6GwrVa9RE3yPibcVSyGlTP	Revolution Void
7pbDxGE6nQSZVfiFdq9lOL	Rex Orange County
6wNvXCOkxIzJm2Y2kBuuBG	Reyhan Karaca
6vN3HZd2s2vWxHnYmtMaUn	Reyhan Şahin
4AHhe1KXVCCoOdHQNjH5Zu	REYNA
6Eu8djOGFxGaykaqJlbzEf	Reynaldo Hahn
00J3XSB6tD4SGSFflGseDx	Reza Sadeghi
0tctijgZruddzQ8FCgvDj2	Reza Yazdani
5dtGS8XRUIPNiCjrLngLJP	Řezník
1w7TzlLDTjjFx5MFILkVr3	Rhapsody of Fire
2GnCQNJbs4xqFulqAdAg2U	Rhapsody of Fire
3XKtycltpy1gaeny0Bdzcs	Rhett and Link
1EI0NtLHoh9KBziYCeN1vM	Rhiannon Giddens
2AcUPzkVWo81vumdzeLLRN	Rhye
0HNFg6mSgz7WLcN74CI3oT	Ricardo Iorio
4uoz4FUMvpeyGClFTTDBsD	Ricardo Montaner
2lCmsUtLSxA7esbqH1bUW7	Ricardo Silva Elizondo
4Kjr1MPMUfuH3QKXtAljNy	Riccardo Chailly
2mczTc8BQA6VRZJ02uVqZC	Riccardo Frizza
3Fojjy1nL6JvNMsWnshqRk	Riccardo Zandonai
1hC1d0dNVHcuKVIT8TnFhG	Richard Ayres
42i2sxhsW7ghWVlV82g8AZ	Richard Barnes
70wm2qxYZ4i2KqcyyH2GyT	Richard Bona
0GjxGQsnFjuHfQUE9vMmCY	Richard Chartier
4H6iJCK96N7uzGmUAOfyjQ	Richard Croft
4MereuUSDthtDmHGRbnzcF	Richard David James
4cfte6pPArFDv7HK5i9S8s	Richard Dehmel
0wIAnpAug0yADcWCSB4jKq	Richard Egarr
37YQ1qDdMHvls7CcBC04H6	Richard Gautier
04T7OlmCzykhJmdbETk2Jn	Richard Henneberg
27sxIn9cqlHftnewCLqEFd	Richard Hickox
0grdhNhiRLFBaFVyybqsj6	Richard Marx
7IHsl97rHw3egXTzZwaoIg	Richard Mason
7lfq4U0eqAysBhXSepqa6N	Richard Neumann
6pAwHPeExeUbMd5w7Iny6D	Richard Strauss
0kdjTXFwhF9w9Cuscbgccu	Richard Tognetti
1C1x4MVkql8AiABuTw6DgE	Richard Wagner
1woD1u61AwZjaqyYIVjNYi	RichBoi Streeter
2IDLDx25HU1nQMKde4n61a	Rich Brian
5lHRUCqkQZCIWeX7xG4sYT	Rich Homie Quan
3AhwIUus3pIaA3CvYBEtpy	Richie Hawtin
0gxyHStUsqpMadRV0Di1Qt	Rick Astley
7K05nexZMB3FeMa3dyLmqs	Rick Genest
1sBkRIssrMs1AbVkOJbc7a	Rick Ross
5WFPVKybSiU6x8HBTACfpr	Ricky Blaze
5mqSppSWuIzVt1pXYtMtYb	Ricky Fataar
7slfeZO9LsJbWgpkIoXBUJ	Ricky Martin
0pdJ1ps09NyM6juNRhJeSs	Ricky Merino
2USO5WHQ7mvUMSvobbySWl	Ric Marlow
2m34fqdhvKzHfEsF7Jpwjn	Rico Rossi
5UmoeWk7RM3v9w1DUL4XUD	Ridney
4dP04Y2d6esI6cwOiAozgg	Rie fu
0bJyg4oM537UWPglOKI81W	RiffTrax
5pKCCKE2ajJHZ9KAiaK11H	Rihanna
6SUSECiKAbiTLIUySSvzTx	Rikard Wolff
1eSuwr8DSVHAzgnuoTbeaB	Rik Emmett
7MehfccyIPpVgcWmXA2gRD	Riki Sorsa
1CqIIrCkdFMduTzAdIaeZb	Rinaldo Alessandrini
6DbJi8AcN5ANdtvJcwBSw8	Ringo Starr
0YNst5b40vFfaGePtjiSKn	Riot Propaganda
6Wr3hh341P84m3EI8qdn9O	Rise Against
5CCwRZC6euC8Odo6y9X8jr	Rita Ora
60LfX8q7jliswygVxBPIL4	Rita Wilson
2Md4qykZwbsTbHF3MD183Z	Ritualz
05lIUgmmsmTX2N9dCKc8rC	Rival Consoles
356c8AN5YWKvz86B4Sb1yf	Rival Sons
5t6zChjdZKGGiEpeeCkMfz	Rival State
4LAz9VRX8Nat9kvIzgkg2v	Rivers Cuomo
5yjbUO1Jocui7RKE30zfLT	Riverside
77PkClT207JYYAbtYUMrWw	Riverwood
3sURANr03JD4V9tRA8fChy	Roadrunner United
2HcwFjNelS49kFbfvMxQYw	Robbie Williams
2dVK1PzRYltCwzq7uKgHa6	Rob Clouth
0CrfzmhF7GGaTVWiNdcTLR	Roberta Invernizzi
5o0oA0zUboLb96PDSSbD3a	Roberta Peters
05JNHlwtdHqPJ6wcW7Mil5	Robert Broberg
3mkFDFbMUFl5XU5tEI10FO	Robert Browning
6JN10iGq1rauoH4hmhfwWF	Robert C. Kozletsky
4kjWnaLfIRcLJ1Dy4Wr6tY	Robert Card
42crL07E4WPfVovyUtMpvC	Robert DeLong
42LOtwpoBAnVLUqPJ8gwFy	Robert Francis
5HKpBHDxIDNdtmEAGXGntl	Robert Fripp
0f8MDDzIc6M4uH1xH0o0gy	Robert Johnson
1G4jpiUOb1RmRNuaUhv1Ys	Robert Merrill
